location_id,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,surface_pressure,cloud_cover,shortwave_radiation,name,country,elevation_m
in_doddabetta,14.281967787114848,4.608403361344537,2.2411379551820727,83.1890756302521,750.1794117647058,87.0,204.4096638655462,Doddabetta,IN,2592.0
in_gangtok,19.347268907563027,23.45966386554622,0.7770098039215686,91.1733193277311,849.6525910364145,84.96288515406162,169.08648459383753,Gangtok,IN,1487.0
in_kanyakumari,26.64877450980392,2.0815126050420165,4.863014705882353,83.14110644257703,1005.6640756302521,79.98004201680672,235.1691176470588,Kanyakumari,IN,33.0
in_kochi,26.26239495798319,12.90420168067227,1.4546183473389356,88.40266106442577,1009.4712885154062,92.375,159.65161064425772,Kochi,IN,6.0
in_kodaikanal,17.076785714285716,7.1042016806722685,1.505108543417367,80.25280112044818,795.7016806722689,86.94117647058823,213.54936974789916,Kodaikanal,IN,2085.0
in_lachen,13.425280112044817,28.463865546218486,0.7947864145658263,92.97128851540616,751.3124649859943,89.94852941176471,168.36659663865547,Lachen,IN,2567.0
in_madurai,30.68189775910364,1.3899159663865546,1.8241806722689073,56.580882352941174,992.0134103641456,81.23354341736695,227.6831232492997,Madurai,IN,141.0
in_munnar,20.01544117647059,10.378991596638654,1.8275875350140056,90.33228291316527,856.2745798319328,93.65441176470588,176.2247899159664,Munnar,IN,1461.0
in_mysuru,24.30441176470588,3.3554621848739496,4.118508403361345,78.18137254901961,927.8946078431372,87.51470588235294,199.01015406162466,Mysuru,IN,748.0
in_nathu_la,6.267542016806722,17.094117647058823,1.0435399159663865,89.53816526610645,613.9918417366947,84.718837535014,179.4674369747899,Nathu La,IN,4298.0
in_ooty,16.581967787114845,4.608403361344537,2.2411379551820727,83.43242296918767,782.5658613445379,87.0,204.4096638655462,Ooty,IN,2235.0
in_shillong,21.09152661064426,15.892436974789916,1.4092366946778712,89.26680672268908,855.0562324929972,87.86974789915966,165.46918767507003,Shillong,IN,1436.0
in_tawang,13.142016806722689,10.694117647058823,0.8512570028011205,88.36064425770309,722.0367296918768,86.07107843137256,190.87359943977592,Tawang,IN,2922.0
in_thiruvananthapuram,25.858543417366946,7.925210084033614,4.387906162464986,87.76750700280112,1009.1488445378152,87.39740896358543,210.49474789915968,Thiruvananthapuram,IN,12.0
in_thoothukudi,29.84639355742297,1.1663865546218488,4.272706582633053,67.2874649859944,1007.7789915966385,76.89110644257703,244.18172268907563,Thoothukudi,IN,3.0
kh_bokor,21.537184873949577,9.063025210084033,2.4284803921568625,88.7780112044818,899.3124299719888,88.26435574229691,187.98984593837534,Bokor,KH,1013.0
kh_phnom_penh,28.78252801120448,4.891596638655463,2.6325035014005604,76.16841736694678,1006.9446078431372,85.17577030812325,206.0952380952381,Phnom Penh,KH,14.0
kh_sen_monorom,23.83497899159664,8.394957983193276,3.0859488795518204,87.51925770308124,934.458018207283,82.59208683473389,198.5560224089636,Sen Monorom,KH,682.0
la_luang_prabang,26.687464985994396,9.005882352941176,1.3634733893557422,86.75280112044818,973.8233893557423,87.79131652661064,186.11344537815125,Luang Prabang,LA,297.0
la_paksong,21.270868347338936,15.902521008403362,2.0619187675070028,89.63830532212886,872.3197128851541,89.28361344537815,175.06127450980392,Paksong,LA,1284.0
la_phonsavan,22.13830532212885,7.15126050420168,1.606642156862745,87.10749299719888,887.146743697479,90.57948179271709,172.48319327731093,Phonsavan,LA,1125.0
la_vientiane,27.58529411764706,9.286554621848738,1.7876015406162467,82.17892156862744,986.2085784313726,88.51365546218487,189.67612044817926,Vientiane,LA,179.0
lk_ambewela,18.25045518207283,5.4109243697478995,2.870857843137255,84.45553221288516,816.2206232492997,83.42051820728291,227.63340336134453,Ambewela,LK,1885.0
lk_anuradhapura,27.822128851540615,2.272268907563025,5.4196148459383755,76.6029411764706,998.9372549019607,77.19572829131653,232.33963585434174,Anuradhapura,LK,90.0
lk_badulla,26.02020308123249,2.611764705882353,2.043970588235294,68.4796918767507,937.7228991596639,76.04691876750701,239.55532212885154,Badulla,LK,661.0
lk_bandarawela,22.032633053221286,2.564705882352941,3.055693277310924,72.19362745098039,876.3802170868347,75.71918767507003,235.79796918767508,Bandarawela,LK,1248.0
lk_batticaloa,30.44075630252101,1.5504201680672272,3.0548424369747895,62.44747899159664,1007.1140406162466,74.60679271708683,252.77906162464987,Batticaloa,LK,10.0
lk_colombo,27.09296218487395,7.43109243697479,3.036127450980392,85.2062324929972,1009.3620098039215,80.51575630252101,197.9611344537815,Colombo,LK,9.0
lk_diyatalawa,22.11768207282913,2.564705882352941,3.055693277310924,76.51750700280112,872.9839285714286,75.71918767507003,235.79796918767508,Diyatalawa,LK,1283.0
lk_ella,24.468382352941177,2.564705882352941,3.055693277310924,72.42857142857143,911.5952731092437,75.71918767507003,235.79796918767508,Ella,LK,907.0
lk_galle,27.121043417366945,7.243697478991596,4.0859628851540615,84.41351540616246,1010.3846288515406,79.79691876750701,218.12710084033614,Galle,LK,3.0
lk_gampola,24.296533613445376,3.936134453781513,2.8737114845938376,85.41701680672269,955.7853641456583,80.3343837535014,215.95728291316527,Gampola,LK,496.0
lk_hambantota,28.32216386554622,1.2865546218487394,5.5498634453781515,75.40196078431373,1007.777380952381,73.85959383753502,235.71988795518206,Hambantota,LK,15.0
lk_haputale,21.21768207282913,2.564705882352941,3.055693277310924,76.37675070028011,858.5360294117647,75.71918767507003,235.79796918767508,Haputale,LK,1427.0
lk_hatton,20.441981792717087,8.339495798319327,1.654124649859944,90.8389355742297,871.7935224089636,82.67121848739495,208.78396358543418,Hatton,LK,1303.0
lk_horton_plains,16.65045518207283,5.457983193277311,3.2941631652661063,84.29341736694678,792.5026260504202,82.7265406162465,223.23074229691878,Horton Plains,LK,2130.0
lk_jaffna,28.897233893557424,1.657142857142857,7.917892156862745,78.34978991596638,1006.7402661064426,73.65756302521008,253.29726890756302,Jaffna,LK,9.0
lk_kandy,23.945658263305322,2.580672268907563,3.104586834733894,83.35119047619048,955.6584733893558,77.23214285714286,233.57142857142858,Kandy,LK,499.0
lk_kegalle,25.11799719887955,6.15798319327731,3.180591736694678,84.47303921568627,987.152556022409,81.59453781512605,200.97338935574228,Kegalle,LK,205.0
lk_kurunegala,26.112464985994396,4.532773109243697,4.013942577030813,82.50910364145658,996.0440826330532,80.35364145658264,209.32563025210084,Kurunegala,LK,124.0
lk_mannar,28.43424369747899,1.5310924369747898,7.78609593837535,78.30637254901961,1007.6992296918768,73.2734593837535,248.61659663865547,Mannar,LK,6.0
lk_matale,26.172724089635857,3.1151260504201677,4.128375350140056,79.42892156862744,970.5047268907563,80.0045518207283,221.82247899159663,Matale,LK,356.0
lk_matara,27.11421568627451,5.200840336134453,5.294579831932773,84.53921568627452,1009.6992296918768,76.95798319327731,231.1218487394958,Matara,LK,6.0
lk_nawalapitiya,23.77535014005602,8.339495798319327,1.654124649859944,88.1029411764706,947.7036764705883,82.67121848739495,208.78396358543418,Nawalapitiya,LK,577.0
lk_nuwara_eliya,18.25045518207283,5.4109243697478995,2.870857843137255,84.45238095238095,815.933368347339,83.42051820728291,227.63340336134453,Nuwara Eliya,LK,1888.0
lk_pidurutalagala,14.796218487394958,5.4109243697478995,2.870857843137255,81.91666666666667,759.4695028011204,83.42051820728291,227.63340336134453,Pidurutalagala,LK,2500.0
lk_polonnaruwa,29.18396358543417,1.2361344537815127,5.439187675070028,65.33998599439776,1002.9592086834734,74.06617647058823,247.88340336134453,Polonnaruwa,LK,49.0
lk_puttalam,27.74236694677871,3.2756302521008407,5.109079131652662,81.8249299719888,1008.9746848739496,76.41386554621849,225.53501400560225,Puttalam,LK,4.0
lk_ratnapura,25.57871148459384,8.861344537815127,1.883420868347339,90.61414565826331,1008.0589635854342,82.89880952380952,205.6386554621849,Ratnapura,LK,34.0
lk_sri_pada,15.36344537815126,8.861344537815127,1.883420868347339,89.03571428571429,788.0702380952381,82.89880952380952,205.6386554621849,Sri Pada,LK,2163.0
lk_trincomalee,29.407212885154063,1.4638655462184875,6.211635154061625,68.67857142857143,1007.098494397759,72.92752100840336,252.0808823529412,Trincomalee,LK,9.0
lk_welimada,23.418942577030812,2.611764705882353,2.043970588235294,72.26155462184875,895.378956582633,76.04691876750701,239.55532212885154,Welimada,LK,1064.0
mm_hakha,19.00588235294118,11.535294117647059,0.9990266106442577,89.74614845938375,823.474299719888,84.75140056022408,164.46638655462183,Hakha,MM,1768.0
mm_kalaw,21.11918767507003,11.103361344537815,1.9068697478991599,89.7125350140056,868.5608193277311,88.3298319327731,160.9093137254902,Kalaw,MM,1309.0
mm_mandalay,27.815336134453784,5.008403361344538,3.5906127450980394,79.41141456582633,996.5417016806723,82.36974789915966,175.72864145658264,Mandalay,MM,76.0
mm_taunggyi,20.282843137254904,5.942016806722689,1.8480777310924368,84.85084033613445,860.390406162465,88.50490196078431,164.48074229691878,Taunggyi,MM,1390.0
mm_yangon,26.956022408963584,15.125210084033613,2.485112044817927,88.66386554621849,1006.6599089635855,93.44747899159664,141.10679271708685,Yangon,MM,7.0
my_cameron_highlands,20.265161064425772,9.500840336134454,0.8845903361344537,86.98704481792717,859.3206932773109,87.58998599439776,212.4499299719888,Cameron Highlands,MY,1436.0
my_genting,16.834768907563024,5.53109243697479,1.1267577030812326,85.27626050420169,826.8455882352941,84.27100840336135,211.64250700280112,Genting Highlands,MY,1745.0
my_george_town,28.260294117647057,4.938655462184874,1.3393032212885154,80.80252100840336,1009.7210784313725,84.30987394957984,218.06337535014006,George Town,MY,6.0
np_bharatpur,27.540721288515407,11.652941176470588,0.8752906162464986,83.03991596638656,979.7345238095237,70.19082633053222,187.9674369747899,Bharatpur,NP,213.0
np_biratnagar,28.033648459383755,8.442857142857143,2.7447268907563025,81.74929971988796,994.3755952380953,71.29761904761905,189.50595238095238,Biratnagar,NP,71.0
np_dhulikhel,21.48263305322129,13.687394957983193,0.9375315126050421,87.31862745098039,848.7885854341737,77.54971988795518,189.4513305322129,Dhulikhel,NP,1490.0
np_dingboche,7.660889355742297,9.763865546218488,0.9670518207282913,89.18452380952381,615.3108543417367,77.39250700280112,205.2058823529412,Dingboche,NP,4321.0
np_janakpur,28.991596638655462,6.365546218487395,2.4948144257703078,76.59348739495799,993.8944677871149,66.29271708683473,208.85084033613447,Janakpur,NP,74.0
np_jomsom,15.181862745098039,15.389915966386557,0.9508963585434175,89.92366946778712,736.9657563025211,81.52626050420169,194.4859943977591,Jomsom,NP,2751.0
np_kathmandu,22.29156162464986,14.412605042016807,0.9074264705882353,88.03501400560224,868.0673319327731,78.84943977591037,187.52941176470588,Kathmandu,NP,1301.0
np_lukla,13.939110644257703,17.93781512605042,1.0087394957983193,89.10609243697479,730.1479691876751,83.93557422969188,186.83368347338936,Lukla,NP,2817.0
np_namche,11.346638655462185,9.763865546218488,0.9670518207282913,88.4639355742297,673.5790966386554,77.39250700280112,205.2058823529412,Namche Bazaar,NP,3556.0
np_pokhara,23.5859593837535,26.11848739495798,0.9469572829131654,85.0171568627451,914.3631652661065,80.2874649859944,181.3609943977591,Pokhara,NP,850.0
sg_singapore,27.41512605042017,6.202521008403362,2.2997619047619047,82.98984593837535,1005.3722338935574,79.60119047619048,203.12780112044817,Singapore,SG,46.0
th_bangkok,28.972128851540614,4.294117647058823,2.7264950980392157,76.0640756302521,1007.4260154061625,88.39740896358543,207.88620448179273,Bangkok,TH,4.0
th_chiang_mai,26.72373949579832,6.203361344537816,1.3352100840336134,82.6656162464986,971.9617647058823,86.17296918767506,174.5969887955182,Chiang Mai,TH,313.0
th_chiang_rai,26.548039215686273,11.191596638655462,1.4160294117647059,84.96953781512605,962.5128501400561,86.21183473389355,186.50595238095238,Chiang Rai,TH,397.0
th_doi_inthanon,12.755217086834735,10.258823529411764,1.551813725490196,87.05112044817928,749.0860294117648,90.2405462184874,162.82528011204482,Doi Inthanon,TH,2564.0
th_khao_kho,22.639705882352942,16.55966386554622,1.6172724089635855,91.06197478991596,909.3753851540616,91.02731092436974,177.88620448179273,Khao Kho,TH,908.0
th_mae_hong_son,26.168382352941176,9.684873949579831,1.516607142857143,89.02275910364146,979.1784313725491,88.31127450980392,162.98774509803923,Mae Hong Son,TH,260.0
th_phuket,28.275315126050423,7.837815126050421,4.984285714285715,79.80077030812325,1009.480112044818,84.43347338935574,218.40196078431373,Phuket,TH,6.0
vn_da_lat,19.855252100840335,7.947058823529412,2.334782913165266,87.71603641456582,851.4528011204483,83.61624649859944,214.20273109243698,Da Lat,VN,1507.0
vn_da_nang,29.92549019607843,2.988235294117647,1.9794152661064426,75.63725490196079,1004.9375700280112,77.07002801120449,242.0140056022409,Da Nang,VN,6.0
vn_fansipan,11.211134453781513,12.015126050420168,1.0056372549019608,85.7594537815126,702.8808473389356,87.05112044817928,180.3497899159664,Fansipan,VN,3102.0
vn_hanoi,28.93200280112045,10.431932773109244,1.9385504201680672,81.26890756302521,1001.4043767507003,82.96358543417367,199.32107843137254,Hanoi,VN,18.0
vn_sa_pa,21.562254901960785,12.015126050420168,1.0056372549019608,86.71638655462185,847.752556022409,87.05112044817928,180.3497899159664,Sa Pa,VN,1514.0
