location_id,month,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,surface_pressure,cloud_cover,shortwave_radiation,country,latitude,longitude,elevation_m,hours,elevation_km
bd_sajek,7,24.068145161290325,18.151612903225807,2.395725806451613,90.5497311827957,954.6829301075269,93.86290322580645,142.59005376344086,BD,23.3819,92.2938,435.0,744,0.435
bd_sajek,8,24.725403225806453,11.425806451612903,1.9419892473118279,88.54166666666667,955.3865591397849,90.61693548387096,173.14112903225808,BD,23.3819,92.2938,435.0,744,0.435
bd_sylhet,5,26.222839506172843,19.566666666666663,1.113179012345679,84.91358024691358,1004.4550925925927,62.67901234567901,193.3070987654321,BD,24.8949,91.8687,20.0,648,0.02
bd_sylhet,6,27.08722222222222,30.38666666666667,1.0144722222222222,89.45694444444445,1001.93,86.6875,146.06944444444446,BD,24.8949,91.8687,20.0,720,0.02
bd_sylhet,7,27.48333333333333,34.49354838709677,1.451263440860215,88.09811827956989,1000.209811827957,93.22177419354838,139.92069892473117,BD,24.8949,91.8687,20.0,744,0.02
bd_sylhet,8,27.981182795698924,20.58709677419355,1.2114650537634408,87.08333333333333,1001.0194892473119,91.06586021505376,155.747311827957,BD,24.8949,91.8687,20.0,744,0.02
bt_chele_la,5,5.584413580246913,7.185185185185185,1.223472222222222,85.09567901234568,649.8456790123457,77.94753086419753,234.0185185185185,BT,27.3697,89.3461,3807.0,648,3.807
bt_chele_la,6,8.833472222222223,14.650000000000002,1.123861111111111,86.85694444444445,651.6566666666666,85.37222222222222,206.94583333333333,BT,27.3697,89.3461,3807.0,720,3.807
bt_chele_la,7,9.928897849462366,11.912903225806453,1.0815322580645161,89.3225806451613,652.2043010752689,93.25268817204301,183.53763440860214,BT,27.3697,89.3461,3807.0,744,3.807
bt_chele_la,8,9.803360215053763,8.954838709677421,1.0438575268817205,88.78494623655914,652.9990591397849,92.00940860215054,180.0188172043011,BT,27.3697,89.3461,3807.0,744,3.807
bt_paro,5,15.165895061728396,6.977777777777778,0.8778703703703704,84.86111111111111,779.2342592592593,66.62962962962963,213.10493827160494,BT,27.4287,89.4164,2269.0,648,2.269
bt_paro,6,17.956666666666667,19.386666666666667,0.8585833333333333,86.52222222222223,779.2633333333333,79.89027777777778,180.89444444444445,BT,27.4287,89.4164,2269.0,720,2.269
bt_paro,7,19.000806451612902,17.325806451612905,0.7853225806451613,89.89112903225806,779.1739247311829,91.24193548387096,165.06317204301075,BT,27.4287,89.4164,2269.0,744,2.269
bt_paro,8,18.851747311827957,12.53225806451613,0.7661559139784946,89.59408602150538,780.0850806451614,91.875,167.60752688172042,BT,27.4287,89.4164,2269.0,744,2.269
bt_phuentsholing,5,24.17932098765432,6.377777777777777,0.9402314814814815,81.20216049382717,971.1452160493827,57.22222222222222,191.09876543209876,BT,26.8516,89.3884,323.0,648,0.323
bt_phuentsholing,6,25.367361111111112,22.84333333333333,0.7940972222222222,87.08194444444445,968.6243055555556,72.65277777777777,156.64305555555555,BT,26.8516,89.3884,323.0,720,0.323
bt_phuentsholing,7,25.959811827956987,29.625806451612902,0.9878494623655915,89.0,967.1638440860215,90.40456989247312,152.15591397849462,BT,26.8516,89.3884,323.0,744,0.323
bt_phuentsholing,8,26.395833333333332,15.399999999999999,0.909516129032258,86.88575268817205,968.3065860215054,88.43145161290323,164.1008064516129,BT,26.8516,89.3884,323.0,744,0.323
bt_punakha,5,19.529783950617283,7.9259259259259265,0.8951697530864199,83.07870370370371,873.1395061728396,76.42283950617283,208.89197530864197,BT,27.591,89.8774,1289.0,648,1.289
bt_punakha,6,21.81597222222222,13.463333333333333,0.8598333333333333,85.54583333333333,871.8130555555556,85.27777777777777,180.0625,BT,27.591,89.8774,1289.0,720,1.289
bt_punakha,7,22.607258064516127,12.932258064516128,0.7397311827956989,88.76344086021506,871.5126344086021,92.50672043010752,167.40725806451613,BT,27.591,89.8774,1289.0,744,1.289
bt_punakha,8,22.54516129032258,12.848387096774195,0.7704435483870968,88.13575268817205,872.5954301075269,93.5524193548387,164.42607526881721,BT,27.591,89.8774,1289.0,744,1.289
bt_thimphu,5,14.210030864197531,7.862962962962964,0.915030864197531,84.93827160493827,774.7537037037038,69.90277777777777,220.18827160493828,BT,27.4728,89.6393,2316.0,648,2.316
bt_thimphu,6,17.28875,11.593333333333334,0.86325,86.70694444444445,774.8716666666667,77.50138888888888,190.42222222222222,BT,27.4728,89.6393,2316.0,720,2.316
bt_thimphu,7,18.446908602150536,9.441935483870967,0.7966397849462367,87.47311827956989,775.1646505376344,90.66263440860214,173.90456989247312,BT,27.4728,89.6393,2316.0,744,2.316
bt_thimphu,8,18.330913978494625,7.661290322580645,0.7994354838709677,87.57930107526882,776.0701612903225,90.86424731182795,170.2701612903226,BT,27.4728,89.6393,2316.0,744,2.316
id_berastagi,5,19.91898148148148,9.233333333333334,1.0433333333333334,88.6003086419753,861.8938271604937,86.83333333333333,209.18672839506172,ID,3.1947,98.5089,1401.0,648,1.401
id_berastagi,6,19.31277777777778,11.47,1.0577222222222222,90.725,862.7840277777777,93.59861111111111,185.5375,ID,3.1947,98.5089,1401.0,720,1.401
id_berastagi,7,19.385080645161292,8.01290322580645,1.0278091397849463,88.53360215053763,862.4076612903226,83.70564516129032,207.04435483870967,ID,3.1947,98.5089,1401.0,744,1.401
id_berastagi,8,19.579032258064515,5.529032258064516,1.191989247311828,86.74462365591398,862.8926075268816,85.83064516129032,225.81451612903226,ID,3.1947,98.5089,1401.0,744,1.401
id_medan,5,26.853395061728396,6.777777777777777,1.1257098765432099,87.2746913580247,1006.6569444444443,85.77932098765432,221.81327160493828,ID,3.5952,98.6722,26.0,648,0.026
id_medan,6,26.23972222222222,9.433333333333334,1.1719583333333332,89.06944444444444,1008.0659722222222,91.6138888888889,199.74027777777778,ID,3.5952,98.6722,26.0,720,0.026
id_medan,7,26.40739247311828,5.032258064516129,1.2168951612903225,86.92876344086021,1007.6013440860215,81.47043010752688,217.38978494623655,ID,3.5952,98.6722,26.0,744,0.026
id_medan,8,26.67782258064516,5.5677419354838715,1.179502688172043,86.16397849462365,1008.0141129032259,85.04569892473118,238.002688172043,ID,3.5952,98.6722,26.0,744,0.026
in_anamudi,5,13.587962962962964,10.185185185185185,1.393533950617284,88.11265432098766,745.9976851851852,94.9645061728395,187.4814814814815,IN,10.169,77.0606,2638.0,648,2.638
in_anamudi,6,12.535694444444445,11.0,1.9111111111111112,91.43611111111112,746.3748611111112,96.63888888888889,160.87083333333334,IN,10.169,77.0606,2638.0,720,2.638
in_anamudi,7,12.430510752688171,11.770967741935483,2.173736559139785,89.40053763440861,746.2112903225806,96.59811827956989,191.46370967741936,IN,10.169,77.0606,2638.0,744,2.638
in_anamudi,8,11.90739247311828,20.48064516129032,1.9197177419354838,92.18951612903226,746.5059139784946,96.30376344086021,168.19354838709677,IN,10.169,77.0606,2638.0,744,2.638
in_bengaluru,5,26.21111111111111,2.7074074074074073,2.770493827160494,66.7145061728395,910.5692901234569,73.88271604938272,251.375,IN,12.9716,77.5946,910.0,648,0.91
in_bengaluru,6,23.516388888888887,3.753333333333333,3.704847222222222,79.0,910.8311111111111,85.47777777777777,203.70833333333334,IN,12.9716,77.5946,910.0,720,0.91
in_bengaluru,7,23.27271505376344,2.2290322580645165,4.944502688172043,76.24193548387096,910.2364247311829,93.26612903225806,192.1720430107527,IN,12.9716,77.5946,910.0,744,0.91
in_bengaluru,8,23.06048387096774,2.870967741935484,4.3503091397849465,77.58467741935483,911.2987903225807,91.03629032258064,183.88306451612902,IN,12.9716,77.5946,910.0,744,0.91
in_chennai,5,31.031481481481485,0.9888888888888888,3.636049382716049,68.76234567901234,1004.412962962963,58.074074074074076,250.00617283950618,IN,13.0827,80.2707,12.0,648,0.012
in_chennai,6,31.51138888888889,1.6600000000000001,4.162819444444445,62.919444444444444,1004.5308333333332,75.5875,246.075,IN,13.0827,80.2707,12.0,720,0.012
in_chennai,7,31.143817204301076,1.0419354838709678,4.269879032258064,61.126344086021504,1004.0048387096774,90.77553763440861,213.7768817204301,IN,13.0827,80.2707,12.0,744,0.012
in_chennai,8,30.486962365591395,1.8741935483870968,3.8184543010752687,66.43951612903226,1005.2431451612904,85.02956989247312,231.6008064516129,IN,13.0827,80.2707,12.0,744,0.012
in_coimbatore,5,26.875617283950618,2.0814814814814815,3.261203703703704,74.00925925925925,960.4138888888888,79.32870370370371,226.28858024691357,IN,11.0168,76.9558,431.0,648,0.431
in_coimbatore,6,24.99833333333333,3.23,4.128430555555555,80.63888888888889,961.4181944444445,88.17777777777778,191.73472222222222,IN,11.0168,76.9558,431.0,720,0.431
in_coimbatore,7,25.040188172043013,1.2774193548387098,4.580537634408603,78.09274193548387,960.9932795698925,91.79301075268818,206.31451612903226,IN,11.0168,76.9558,431.0,744,0.431
in_coimbatore,8,24.651478494623657,2.3419354838709676,4.189099462365592,79.47446236559139,961.9774193548386,85.51344086021506,201.45564516129033,IN,11.0168,76.9558,431.0,744,0.431
in_darjeeling,5,14.993827160493828,17.68888888888889,0.86375,85.84413580246914,792.846450617284,78.0324074074074,200.59722222222223,IN,27.041,88.2663,2100.0,648,2.1
in_darjeeling,6,17.14375,30.71333333333333,0.8756527777777778,91.56805555555556,792.1698611111112,87.79166666666667,189.4611111111111,IN,27.041,88.2663,2100.0,720,2.1
in_darjeeling,7,17.537768817204302,18.01290322580645,0.7431720430107527,90.84677419354838,791.5204301075269,92.18145161290323,153.3266129032258,IN,27.041,88.2663,2100.0,744,2.1
in_darjeeling,8,17.77258064516129,17.912903225806453,0.739233870967742,90.11424731182795,792.684811827957,90.93682795698925,161.21102150537635,IN,27.041,88.2663,2100.0,744,2.1
in_doddabetta,5,15.289506172839507,4.285185185185186,1.5105246913580248,80.28395061728395,750.2484567901234,81.15123456790124,231.75154320987653,IN,11.4016,76.7358,2592.0,648,2.592
in_doddabetta,6,14.087083333333334,7.256666666666666,2.064861111111111,85.975,750.1879166666668,87.99166666666666,186.80833333333334,IN,11.4016,76.7358,2592.0,720,2.592
in_doddabetta,7,14.15241935483871,2.993548387096774,2.7054435483870964,81.90456989247312,749.8650537634409,91.78897849462365,203.2970430107527,IN,11.4016,76.7358,2592.0,744,2.592
in_doddabetta,8,13.72258064516129,3.9419354838709677,2.583763440860215,84.30779569892474,750.4254032258065,86.34543010752688,198.74193548387098,IN,11.4016,76.7358,2592.0,744,2.592
in_gangtok,5,17.480864197530863,9.303703703703704,0.8150154320987655,85.35185185185185,850.8780864197531,70.15432098765432,193.47685185185185,IN,27.3389,88.6065,1487.0,648,1.487
in_gangtok,6,19.596805555555555,24.296666666666667,0.7855833333333333,90.13055555555556,849.5513888888889,82.35416666666667,179.31527777777777,IN,27.3389,88.6065,1487.0,720,1.487
in_gangtok,7,19.983467741935485,28.17741935483871,0.7643010752688172,94.84811827956989,848.6081989247311,93.53629032258064,149.19489247311827,IN,27.3389,88.6065,1487.0,744,1.487
in_gangtok,8,20.09516129032258,30.26129032258065,0.7483198924731183,93.57795698924731,849.7275537634409,91.81182795698925,157.83602150537635,IN,27.3389,88.6065,1487.0,744,1.487
in_kanyakumari,5,27.336574074074072,4.181481481481482,3.7805092592592593,83.33641975308642,1004.5188271604937,77.47067901234568,218.54320987654322,IN,8.0883,77.5385,33.0,648,0.033
in_kanyakumari,6,26.606805555555557,2.4433333333333334,5.011180555555556,83.86111111111111,1006.0063888888889,84.51944444444445,233.1027777777778,IN,8.0883,77.5385,33.0,720,0.033
in_kanyakumari,7,26.72983870967742,0.9193548387096775,5.356532258064516,82.06989247311827,1005.4877688172044,74.25940860215054,259.872311827957,IN,8.0883,77.5385,33.0,744,0.033
in_kanyakumari,8,26.00927419354839,1.064516129032258,5.168938172043011,83.34543010752688,1006.5065860215054,83.49327956989248,226.94623655913978,IN,8.0883,77.5385,33.0,744,0.033
in_kochi,5,27.006944444444443,13.925925925925927,1.326929012345679,87.5,1007.7945987654322,92.83487654320987,158.76388888888889,IN,9.9312,76.2673,6.0,648,0.006
in_kochi,6,26.25,14.209999999999999,1.3669861111111112,89.05416666666666,1009.66875,93.89027777777778,147.13333333333333,IN,9.9312,76.2673,6.0,720,0.006
in_kochi,7,26.27405913978495,10.461290322580645,1.5467473118279569,87.80645161290323,1009.5591397849462,93.3991935483871,178.03091397849462,IN,9.9312,76.2673,6.0,744,0.006
in_kochi,8,25.614247311827956,13.193548387096772,1.5585080645161289,89.15456989247312,1010.652688172043,89.48387096774194,154.15994623655914,IN,9.9312,76.2673,6.0,744,0.006
in_kodaikanal,5,17.602932098765432,8.903703703703705,1.2420524691358026,79.6929012345679,795.4499999999999,83.50462962962963,227.16820987654322,IN,10.2381,77.4892,2085.0,648,2.085
in_kodaikanal,6,17.08972222222222,8.306666666666667,1.4145416666666668,81.53333333333333,795.8994444444444,87.65138888888889,199.94027777777777,IN,10.2381,77.4892,2085.0,720,2.085
in_kodaikanal,7,17.1880376344086,3.661290322580645,1.6790860215053764,77.4260752688172,795.5051075268818,89.26209677419355,225.09274193548387,IN,10.2381,77.4892,2085.0,744,2.085
in_kodaikanal,8,16.49475806451613,7.816129032258065,1.6478897849462366,82.32795698924731,795.9260752688172,86.9260752688172,203.31451612903226,IN,10.2381,77.4892,2085.0,744,2.085
in_lachen,5,10.074382716049383,14.577777777777778,0.8386882716049383,89.72067901234568,750.4578703703704,80.38734567901234,186.69135802469137,IN,27.7287,88.5565,2567.0,648,2.567
in_lachen,6,13.341666666666667,27.213333333333335,0.8327361111111112,92.5125,751.0808333333333,89.4,173.73333333333332,IN,27.7287,88.5565,2567.0,720,2.567
in_lachen,7,15.010483870967741,34.31290322580645,0.7671236559139785,94.97849462365592,751.3384408602151,94.66935483870968,158.56586021505376,IN,27.7287,88.5565,2567.0,744,2.567
in_lachen,8,14.839516129032258,35.91935483870968,0.7474865591397849,94.23924731182795,752.2549731182795,94.08602150537635,157.01344086021504,IN,27.7287,88.5565,2567.0,744,2.567
in_madurai,5,29.981172839506172,2.559259259259259,1.5142438271604939,65.47222222222223,991.3197530864197,75.69598765432099,234.62654320987653,IN,9.9252,78.1198,141.0,648,0.141
in_madurai,6,30.914444444444445,1.1333333333333333,2.089541666666667,55.768055555555556,992.2433333333332,79.30972222222222,227.97916666666666,IN,9.9252,78.1198,141.0,720,0.141
in_madurai,7,31.556317204301077,0.3935483870967742,1.950255376344086,49.880376344086024,991.6622311827956,84.50806451612904,234.24193548387098,IN,9.9252,78.1198,141.0,744,0.141
in_madurai,8,30.192741935483873,1.6161290322580646,1.7112500000000002,56.32392473118279,992.7462365591397,84.64381720430107,214.79032258064515,IN,9.9252,78.1198,141.0,744,0.141
in_munnar,5,21.05354938271605,8.996296296296297,1.1218518518518519,88.19907407407408,855.5182098765433,93.56944444444444,181.8780864197531,IN,10.0889,77.0595,1461.0,648,1.461
in_munnar,6,19.947222222222223,10.303333333333335,1.7305972222222221,91.25,856.4386111111112,94.02916666666667,162.1263888888889,IN,10.0889,77.0595,1461.0,720,1.461
in_munnar,7,19.88010752688172,8.596774193548388,2.2623790322580644,89.45161290322581,856.259005376344,93.71908602150538,195.51344086021504,IN,10.0889,77.0595,1461.0,744,1.461
in_munnar,8,19.31263440860215,13.438709677419354,2.1013306451612905,92.18279569892474,856.790188172043,93.3010752688172,165.65591397849462,IN,10.0889,77.0595,1461.0,744,1.461
in_mysuru,5,26.479012345679013,1.9444444444444444,3.0436111111111113,70.98456790123457,927.2891975308643,77.2746913580247,240.08179012345678,IN,12.2958,76.6394,748.0,648,0.748
in_mysuru,6,23.884583333333335,4.3100000000000005,3.935236111111111,81.19305555555556,928.0116666666667,88.08333333333333,185.29583333333332,IN,12.2958,76.6394,748.0,720,0.748
in_mysuru,7,23.60645161290323,3.2225806451612904,4.962715053763441,79.97311827956989,927.561559139785,93.43413978494624,190.3279569892473,IN,12.2958,76.6394,748.0,744,0.748
in_mysuru,8,23.51465053763441,3.7935483870967746,4.387862903225806,79.74327956989248,928.6416666666667,89.96370967741936,185.19220430107526,IN,12.2958,76.6394,748.0,744,0.748
in_nathu_la,5,3.1396604938271606,7.425925925925926,1.1079783950617283,83.27006172839506,611.9067901234567,70.89814814814815,200.75154320987653,IN,27.3868,88.8308,4298.0,648,4.298
in_nathu_la,6,6.518888888888889,17.16,1.0735277777777779,88.51388888888889,614.1647222222222,79.41944444444445,184.87916666666666,IN,27.3868,88.8308,4298.0,720,4.298
in_nathu_la,7,7.56008064516129,22.08709677419355,1.0126881720430108,93.24327956989248,614.4202956989247,93.78091397849462,168.96505376344086,IN,27.3868,88.8308,4298.0,744,4.298
in_nathu_la,8,7.456048387096774,20.458064516129035,0.989247311827957,92.28360215053763,615.2120967741936,92.8225806451613,166.19489247311827,IN,27.3868,88.8308,4298.0,744,4.298
in_ooty,5,17.589506172839506,4.285185185185186,1.5105246913580248,80.57098765432099,782.5225308641975,81.15123456790124,231.75154320987653,IN,11.4102,76.695,2235.0,648,2.235
in_ooty,6,16.387083333333333,7.256666666666666,2.064861111111111,86.19444444444444,782.59875,87.99166666666666,186.80833333333334,IN,11.4102,76.695,2235.0,720,2.235
in_ooty,7,16.45241935483871,2.993548387096774,2.7054435483870964,82.14247311827957,782.2521505376344,91.78897849462365,203.2970430107527,IN,11.4102,76.695,2235.0,744,2.235
in_ooty,8,16.02258064516129,3.9419354838709677,2.583763440860215,84.54166666666667,782.8854838709678,86.34543010752688,198.74193548387098,IN,11.4102,76.695,2235.0,744,2.235
in_shillong,5,19.631481481481483,10.092592592592592,1.221682098765432,87.5679012345679,856.446450617284,70.26697530864197,195.7530864197531,IN,25.5788,91.8933,1436.0,648,1.436
in_shillong,6,21.24041666666667,14.146666666666667,1.4222777777777778,89.69583333333334,855.1269444444445,91.29722222222222,162.79305555555555,IN,25.5788,91.8933,1436.0,720,1.436
in_shillong,7,21.62728494623656,22.73548387096774,1.618454301075269,89.83602150537635,853.9680107526881,95.05779569892474,150.76344086021504,IN,25.5788,91.8933,1436.0,744,1.436
in_shillong,8,21.683333333333334,15.790322580645162,1.350752688172043,89.76209677419355,854.865188172043,92.69623655913979,156.38844086021504,IN,25.5788,91.8933,1436.0,744,1.436
in_tawang,5,10.112037037037037,7.21111111111111,1.0034876543209876,84.8395061728395,720.9645061728395,74.51388888888889,231.14197530864197,IN,27.5861,91.8594,2922.0,648,2.922
in_tawang,6,13.289583333333333,10.68,0.9505138888888889,87.24722222222222,721.7266666666667,84.19444444444444,202.35,IN,27.5861,91.8594,2922.0,720,2.922
in_tawang,7,14.376747311827955,13.86451612903226,0.7308736559139785,90.89516129032258,722.2221774193549,91.77822580645162,166.30376344086022,IN,27.5861,91.8594,2922.0,744,2.922
in_tawang,8,14.403494623655915,10.570967741935483,0.7429973118279569,89.97043010752688,723.0852150537635,92.24596774193549,169.26478494623655,IN,27.5861,91.8594,2922.0,744,2.922
in_thiruvananthapuram,5,26.558641975308642,10.42962962962963,3.2105555555555556,86.92746913580247,1007.6445987654321,88.06635802469135,198.1280864197531,IN,8.5241,76.9366,12.0,648,0.012
in_thiruvananthapuram,6,25.89236111111111,10.916666666666666,4.590638888888889,87.71805555555555,1009.416388888889,89.51805555555555,206.79305555555555,IN,8.5241,76.9366,12.0,720,0.012
in_thiruvananthapuram,7,25.919489247311827,4.996774193548387,4.861975806451613,87.33870967741936,1009.1282258064516,83.75537634408602,237.50806451612902,IN,8.5241,76.9366,12.0,744,0.012
in_thiruvananthapuram,8,25.15510752688172,5.77741935483871,4.743077956989247,88.9758064516129,1010.2206989247311,88.40456989247312,197.83467741935485,IN,8.5241,76.9366,12.0,744,0.012
in_thoothukudi,5,29.660648148148145,3.925925925925926,3.5332716049382715,73.17592592592592,1006.8621913580246,72.58641975308642,227.37654320987653,IN,8.7642,78.1348,3.0,648,0.003
in_thoothukudi,6,30.13236111111111,0.3333333333333333,4.543708333333333,66.11805555555556,1008.0743055555556,78.87361111111112,249.48333333333332,IN,8.7642,78.1348,3.0,720,0.003
in_thoothukudi,7,30.1627688172043,0.17419354838709677,4.515887096774194,64.24327956989248,1007.5106182795699,74.43010752688173,263.4731182795699,IN,8.7642,78.1348,3.0,744,0.003
in_thoothukudi,8,29.41505376344086,0.5612903225806452,4.411290322580645,66.33467741935483,1008.5600806451612,81.18279569892474,234.3965053763441,IN,8.7642,78.1348,3.0,744,0.003
kh_bokor,5,22.3108024691358,8.155555555555555,1.9866203703703702,86.28086419753086,899.0901234567901,87.77314814814815,209.41666666666666,KH,10.628,104.028,1013.0,648,1.013
kh_bokor,6,21.75722222222222,8.16,2.2609027777777775,88.6,899.7343055555555,89.38333333333334,194.8388888888889,KH,10.628,104.028,1013.0,720,1.013
kh_bokor,7,20.953225806451613,12.57741935483871,2.482231182795699,90.96774193548387,898.9869623655915,85.99462365591398,161.36424731182797,KH,10.628,104.028,1013.0,744,1.013
kh_bokor,8,21.234408602150538,7.212903225806452,2.921747311827957,88.93548387096774,899.423252688172,89.87903225806451,189.3252688172043,KH,10.628,104.028,1013.0,744,1.013
kh_phnom_penh,5,30.359567901234566,2.851851851851852,2.0374382716049384,69.68055555555556,1006.5297839506173,84.55092592592592,233.27469135802468,KH,11.5564,104.9282,14.0,648,0.014
kh_phnom_penh,6,29.252638888888892,4.816666666666666,2.1614583333333335,74.9125,1007.3079166666666,85.82638888888889,217.4763888888889,KH,11.5564,104.9282,14.0,720,0.014
kh_phnom_penh,7,27.656317204301075,7.780645161290321,2.741787634408602,81.44354838709677,1006.8063172043011,81.40591397849462,183.44220430107526,KH,11.5564,104.9282,14.0,744,0.014
kh_phnom_penh,8,28.080241935483873,3.8516129032258064,3.4973521505376346,77.75940860215054,1007.0926075268818,88.86021505376344,194.06182795698925,KH,11.5564,104.9282,14.0,744,0.014
kh_sen_monorom,5,25.31712962962963,6.714814814814815,2.0678703703703705,80.11265432098766,934.6739197530864,80.31635802469135,225.98765432098764,KH,12.4558,107.1881,682.0,648,0.682
kh_sen_monorom,6,23.967499999999998,6.843333333333334,2.549347222222222,88.60416666666667,935.0076388888889,82.34027777777777,202.90277777777777,KH,12.4558,107.1881,682.0,720,0.682
kh_sen_monorom,7,23.101881720430107,10.025806451612905,3.270349462365591,89.8991935483871,934.0485215053764,80.6491935483871,182.06182795698925,KH,12.4558,107.1881,682.0,744,0.682
kh_sen_monorom,8,23.148924731182795,9.729032258064517,4.30755376344086,90.54032258064517,934.1475806451614,86.76075268817205,186.9516129032258,KH,12.4558,107.1881,682.0,744,0.682
la_luang_prabang,5,26.985493827160493,6.862962962962964,1.166496913580247,86.23456790123457,975.5038580246913,77.48765432098766,213.8858024691358,LA,19.8833,102.1333,297.0,648,0.297
la_luang_prabang,6,27.889027777777777,5.986666666666666,1.6198194444444445,79.97777777777777,974.2825,87.39305555555555,219.68055555555554,LA,19.8833,102.1333,297.0,720,0.297
la_luang_prabang,7,25.68010752688172,12.729032258064517,1.3224193548387098,91.0524193548387,972.9975806451612,94.88440860215054,151.9233870967742,LA,19.8833,102.1333,297.0,744,0.297
la_luang_prabang,8,26.27244623655914,10.070967741935483,1.328010752688172,89.46102150537635,972.7412634408602,90.05779569892474,163.63037634408602,LA,19.8833,102.1333,297.0,744,0.297
la_paksong,5,22.263425925925926,10.477777777777778,1.6167283950617286,84.77777777777777,873.2361111111111,84.09876543209876,222.02006172839506,LA,15.1817,106.23,1284.0,648,1.284
la_paksong,6,21.88,9.306666666666667,1.836666666666667,86.96527777777777,873.1852777777779,82.68888888888888,214.675,LA,15.1817,106.23,1284.0,720,1.284
la_paksong,7,20.52809139784946,19.32258064516129,2.0970698924731184,92.43817204301075,871.5940860215054,93.52822580645162,141.79301075268816,LA,15.1817,106.23,1284.0,744,1.284
la_paksong,8,20.559677419354838,23.59032258064516,2.6325,93.65860215053763,871.4095430107526,95.93682795698925,129.09408602150538,LA,15.1817,106.23,1284.0,744,1.284
la_phonsavan,5,22.154938271604937,5.433333333333333,1.530138888888889,86.5246913580247,888.7621913580248,83.37962962962963,197.78703703703704,LA,19.45,103.2167,1125.0,648,1.125
la_phonsavan,6,22.950833333333332,4.1466666666666665,1.8199861111111113,82.72361111111111,887.9511111111112,88.02777777777777,204.8388888888889,LA,19.45,103.2167,1125.0,720,1.125
la_phonsavan,7,21.603629032258066,9.245161290322581,1.5389247311827958,89.0241935483871,886.1557795698925,96.55779569892474,145.15456989247312,LA,19.45,103.2167,1125.0,744,1.125
la_phonsavan,8,21.872177419354838,9.461290322580645,1.5345295698924732,89.94086021505376,885.9522849462365,93.34139784946237,146.46102150537635,LA,19.45,103.2167,1125.0,744,1.125
la_vientiane,5,28.334722222222226,9.114814814814814,1.4875771604938273,78.6929012345679,987.5973765432099,80.04938271604938,222.6172839506173,LA,17.9757,102.6331,179.0,648,0.179
la_vientiane,6,28.39,6.143333333333333,1.6879166666666665,79.63194444444444,986.8604166666667,86.9625,225.48055555555555,LA,17.9757,102.6331,179.0,720,0.179
la_vientiane,7,26.721639784946237,10.732258064516127,1.7545564516129033,85.58736559139786,985.516129032258,93.58198924731182,161.92876344086022,LA,17.9757,102.6331,179.0,744,0.179
